concert_name,artists,date,time,city,state,price_min,price_max
Celine Dion: Courage World Tour,['Celine Dion'],2020-03-03,19:30:00,Uniondale,NY,58.0,58.0
Celine Dion: Courage World Tour,['Celine Dion'],2020-02-29,19:30:00,Brooklyn,NY,101.0,101.0
Cher: Here We Go Again Tour,"['Cher', 'Nile Rodgers & CHIC']",2019-12-04,19:30:00,New York,NY,77.95,77.95
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-21,20:00:00,New York,NY,49.5,49.5
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-23,20:00:00,New York,NY,49.5,49.5
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-22,20:00:00,New York,NY,49.5,49.5
Andrea Bocelli,['Andrea Bocelli'],2019-12-18,19:30:00,New York,NY,N/A,N/A
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-25,20:00:00,New York,NY,49.5,49.5
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-26,20:00:00,New York,NY,49.5,49.5
Ozzy Osbourne: No More Tours 2,['Ozzy Osbourne'],2020-06-22,19:30:00,New York,NY,49.5,49.5
Andrea Bocelli,['Andrea Bocelli'],2019-12-19,19:30:00,New York,NY,N/A,N/A
Bon Iver + Tu Dance: Come Through,"['Bon Iver', 'TU Dance']",2019-12-04,20:00:00,Brooklyn,NY,40.0,40.0
Bad Bunny X 100Pre Tour,['Bad Bunny'],2019-12-06,20:00:00,Brooklyn,NY,57.0,57.0
Bon Iver + Tu Dance: Come Through,"['Bon Iver', 'TU Dance']",2019-12-05,20:00:00,Brooklyn,NY,40.0,40.0
Motion City Soundtrack: Dont Call It A Comeback 2020,['Motion City Soundtrack'],2020-01-08,19:00:00,New York,NY,20.0,20.0
The Neotheater World Tour: AJR,['AJR'],2019-11-19,19:30:00,Buffalo,NY,N/A,N/A
Celine Dion,['Celine Dion'],2019-12-05,19:30:00,Buffalo,NY,N/A,N/A
Engelbert Humperdinck,['Engelbert Humperdinck'],2019-11-23,20:00:00,Westbury,NY,54.5,54.5
Straight No Chaser: The Open Bar Tour,['Straight No Chaser'],2019-12-17,19:30:00,Buffalo,NY,36.5,36.5
2019 Jones Beach Theater Country Megaticket Presented By Pennzoil,"['Country Megaticket', 'Brad Paisley', 'Dierks Bentley', 'Florida Georgia Line', 'Jason Aldean', 'Luke Bryan']",2019-12-31,19:00:00,Wantagh,NY,500.0,500.0
Styx,['Styx'],2019-11-16,20:00:00,Westbury,NY,35.0,35.0
Motion City Soundtrack - Don't Call It a Comeback 2020,['Motion City Soundtrack'],2020-01-07,20:00:00,Huntington,NY,35.0,35.0
Steel Panther - Heavy Metal Rules Tour,['Steel Panther'],2019-11-26,19:00:00,New York,NY,32.5,32.5
Michael Bolton: The Symphony Sessions,['Michael Bolton'],2019-12-05,20:00:00,Staten Island,NY,59.0,59.0
Bret Michaels,['Bret Michaels'],2019-12-28,20:00:00,Huntington,NY,34.5,34.5
Steel Panther - Heavy Metal Rules Tour,['Steel Panther'],2019-11-27,19:00:00,New York,NY,32.5,32.5
Michael Bolton: The Symphony Sessions,['Michael Bolton'],2019-12-03,20:00:00,Huntington,NY,49.5,49.5
Alice Cooper,['Alice Cooper'],2019-11-21,20:00:00,Glens Falls,NY,N/A,N/A
Ours,['Ours'],2019-11-29,19:00:00,New York,NY,24.5,24.5
Our Last Night: Let Light Overcome The Darkness Tour,['Our Last Night'],2019-11-30,17:30:00,New York,NY,22.5,22.5
Higher Ground Presents Queen Tribute - Almost Queen,['Almost Queen'],2019-11-22,20:00:00,Plattsburgh ,NY,N/A,N/A
Jaymes Young,['Jaymes Young'],2019-11-21,20:00:00,New York,NY,N/A,N/A
Odezenne,['Odezenne'],2019-12-06,22:30:00,New York,NY,N/A,N/A
Ones To Watch Presents: the Dead South Ã¢Â Â  Served Cold Tour,['The Dead South'],2020-01-09,20:00:00,Brooklyn,NY,N/A,N/A
The Menzingers - Fall Tour 2019,"['The Menzingers', 'Tigers Jaw', 'Culture Abuse']",2019-12-05,20:00:00,Brooklyn,NY,N/A,N/A
The Menzingers,['The Menzingers'],2019-12-05,20:00:00,Brooklyn,NY,N/A,N/A
The Menzingers - Fall Tour 2019,"['The Menzingers', 'Tigers Jaw', 'Culture Abuse']",2019-12-06,20:00:00,Brooklyn,NY,N/A,N/A
The Menzingers,['The Menzingers'],2019-12-06,20:00:00,Brooklyn,NY,N/A,N/A
Taking Back Sunday,['Taking Back Sunday'],2019-11-16,20:00:00,New York,NY,N/A,N/A
Joe Bonamassa,['Joe Bonamassa'],2019-11-16,20:00:00,New York,NY,69.0,69.0
EROS RAMAZZOTTI - VITA CE N'É WORLD TOUR,['Eros Ramazzotti'],2020-02-25,20:00:00,New York,NY,49.95,49.95
Trisha Yearwood,['Trisha Yearwood'],2019-11-21,20:00:00,New York,NY,45.0,45.0
Chris Tomlin Christmas: Christmas Songs Of Worship,['Chris Tomlin'],2019-12-20,19:30:00,New York,NY,35.0,35.0
Béla Fleck And The Flecktones,['Bela Fleck & the Flecktones'],2019-12-04,20:00:00,New York,NY,45.0,45.0
Chris Botti,['Chris Botti'],2019-11-24,20:00:00,Huntington,NY,39.5,39.5
Aaron Lewis,['Aaron Lewis'],2019-12-05,20:00:00,Verona,NY,65.0,65.0
Aaron Lewis,['Aaron Lewis'],2019-12-06,20:00:00,Verona,NY,65.0,65.0
Tyler Childers,['Tyler Childers'],2019-12-14,21:00:00,Brooklyn,NY,N/A,N/A
The Hu,['The Hu'],2019-11-17,19:30:00,New York,NY,N/A,N/A
Peabo Bryson With Special Guest Regina Belle,"['Peabo Bryson', 'Regina Belle']",2020-02-01,20:00:00,Queens,NY,39.0,39.0
Charlie Daniels Band and Marshall Tucker Band,"['Charlie Daniels', 'The Marshall Tucker Band']",2020-05-09,20:00:00,Westbury,NY,49.5,49.5
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-08,21:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-06,20:00:00,Brooklyn,NY,N/A,N/A
Tyler Childers,['Tyler Childers'],2019-12-15,20:00:00,Brooklyn,NY,N/A,N/A
Amateur Night At The Apollo: Super Top Dog,['Amateur Night At The Apollo'],2019-11-27,19:30:00,New York,NY,28.0,28.0
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-06,10:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-07,20:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-08,20:00:00,Brooklyn,NY,N/A,N/A
Caamp,['Caamp'],2019-12-10,20:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3 2020 Tour,['deadmau5'],2020-02-07,21:00:00,Brooklyn,NY,N/A,N/A
The Dead South,['The Dead South'],2020-01-06,20:00:00,Buffalo,NY,N/A,N/A
Omar Apollo,['Omar Apollo'],2019-12-12,20:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3-2020 Tour,"['deadmau5', 'Lights']",2020-02-09,20:00:00,Brooklyn,NY,N/A,N/A
Amateur Night At The Apollo: Top Dog,['Amateur Night At The Apollo'],2019-11-20,19:30:00,New York,NY,28.0,28.0
Odezenne,['Odezenne'],2019-12-06,22:30:00,New York,NY,N/A,N/A
deadmau5 / CUBE V3-2020 Tour,"['deadmau5', 'Lights']",2020-02-09,19:00:00,Brooklyn,NY,N/A,N/A
Bela Fleck,['Bela Fleck & the Flecktones'],2019-12-04,20:00:00,New York,NY,N/A,N/A
Jaymes Young,['Jaymes Young'],2019-11-21,20:00:00,New York,NY,N/A,N/A
Ozzy Osbourne - Meet & Greet Packages,['Ozzy Osbourne'],2020-06-22,19:30:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-16,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-17,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-17,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-18,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-18,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-21,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-22,20:00:00,New York,NY,N/A,N/A
Monster Energy Outbreak Presents: Andrew Schulz Matador,['Andrew Schulz'],2019-11-22,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-23,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-23,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-24,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-24,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-25,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-25,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-26,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-29,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-30,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-30,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-01,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-01,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-02,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-02,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-05,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-06,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-07,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-08,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-09,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-09,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-12,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-13,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-14,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-14,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-15,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-15,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-16,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-16,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-19,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-20,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-21,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-21,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-22,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-22,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-23,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-23,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-26,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-27,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-28,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-28,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-29,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-29,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-30,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-12-30,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2020-01-03,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2020-01-03,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2020-01-04,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2020-01-04,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2020-01-05,19:00:00,New York,NY,N/A,N/A
The Dead South,['The Dead South'],2020-01-09,20:00:00,Brooklyn,NY,N/A,N/A
deadmau5 / CUBE V3-2020 Tour,"['deadmau5', 'Lights']",2020-02-09,20:00:00,Brooklyn,NY,N/A,N/A
Emanuel Ax,['Emanuel Ax'],2020-05-14,20:00:00,New York,NY,N/A,N/A
Metropolitan Opera w/ Wozzeck,"['Metropolitan Opera', 'Wozzeck']",2019-12-27,20:00:00,New York,NY,N/A,N/A
Emerson String Quartet,['Emerson String Quartet'],2019-12-01,16:00:00,Brookville,NY,63.0,63.0
Laurie Berkner with Susie Lampert: A Live Holiday Concert!,['The Laurie Berkner Band'],2019-12-08,15:00:00,Huntington,NY,19.5,19.5
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-16,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-11-22,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-23,23:55:00,New York,NY,23.0,23.0
TJay & The Tallboys,N/A,2019-11-27,19:00:00,Pawling,NY,N/A,N/A
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-11-29,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-30,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-12-06,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-12-07,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-12-13,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-12-14,23:55:00,New York,NY,23.0,23.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-12-14,21:00:00,New York,NY,N/A,N/A
Party Rock,N/A,2019-12-14,23:45:00,New York,NY,N/A,N/A
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-12-20,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-12-21,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-12-27,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-12-28,23:55:00,New York,NY,23.0,23.0
Party Rock,N/A,2020-01-04,23:45:00,New York,NY,N/A,N/A
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2020-01-04,21:00:00,New York,NY,N/A,N/A
KING BUFFALO // ANAMON // +1 TBA,N/A,2019-11-23,20:00:00,Rochester,NY,N/A,N/A
Kansas,['Kansas'],2019-12-14,20:00:00,New York,NY,44.5,44.5
Est. 1999: Music + Stories With The Starting Line,"['The Starting Line', 'Save Face']",2019-12-22,19:00:00,New York,NY,35.0,35.0
Matt Corby,['Matt Corby'],2020-05-08,19:00:00,New York,NY,30.0,30.0
Twin Peaks,"['Twin Peaks', 'Lala Lala', 'OHMME']",2019-12-06,19:00:00,New York,NY,25.0,25.0
Night Ranger,['Night Ranger'],2019-12-14,20:00:00,Huntington,NY,25.0,25.0
Alex Cameron,['Alex Cameron'],2019-11-22,20:00:00,New York,NY,25.0,25.0
Marky Ramone s Holiday Blitzkrieg w/ Greg Hetson,['Marky Ramone'],2019-12-20,19:00:00,New York,NY,25.0,25.0
Bernadette Peters,['Bernadette Peters'],2019-11-16,20:00:00,Brookville,NY,45.0,45.0
The Pineapple Thief Feat. Gavin Harrison,['The Pineapple Thief'],2019-11-23,20:00:00,New York,NY,25.0,25.0
Ours,['Ours'],2019-11-29,19:00:00,New York,NY,24.5,24.5
Streetlight Manifesto,['Streetlight Manifesto'],2019-12-07,19:30:00,Huntington,NY,20.0,20.0
Last Dinosaurs,"['Last Dinosaurs', 'Born Ruffians']",2019-11-17,19:00:00,New York,NY,20.0,20.0
Carbon Leaf,['Carbon Leaf'],2019-11-21,19:30:00,New York,NY,25.0,25.0
Zebra,['Zebra'],2019-11-30,19:00:00,New York,NY,25.0,25.0
Max Weinberg's Jukebox,['Max Weinberg'],2019-11-24,20:00:00,Bethel,NY,49.0,49.0
LED ZEPPELIN Tribute Lez Zeppelin perform PHYSICAL GRAFFITI,['Lez Zeppelin'],2019-12-07,19:00:00,New York,NY,20.0,20.0
Doo Wop Extravaganza,"['Doo Wop Extravaganza', 'Brooklyn Bridge', 'The Vogues', 'Brian Hyland', 'The Crystals', 'The Classics', 'The Devotions']",2019-12-08,18:00:00,Westbury,NY,49.5,49.5
Pearly Baker's Best,N/A,2019-11-18,20:30:00,Syracuse,NY,N/A,N/A
Charlotte Lawrence: Navy Blue Tour,['Charlotte Lawrence'],2019-11-18,19:00:00,New York,NY,22.0,22.0
"Wizardfest, a Ã¢ÂÂHarry Potterã¢ÂÂ Themed Pop-Up Party",['Wizard Festival'],2019-11-22,20:30:00,Wantagh,NY,N/A,N/A
Vanilla Fudge,['Vanilla Fudge'],2019-11-22,22:30:00,New York,NY,45.0,45.0
Vanilla Fudge,['Vanilla Fudge'],2019-11-22,20:30:00,New York,NY,45.0,45.0
Squirrel Nut Zippers,['Squirrel Nut Zippers'],2020-03-07,20:00:00,Brookville,NY,35.0,35.0
Pearly Baker's Best,N/A,2019-11-25,20:30:00,Syracuse,NY,N/A,N/A
Gary Hoey: Ho Ho Hoey Rockin' Holiday Tour,N/A,2019-12-01,19:00:00,Pawling,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-12-02,20:30:00,Syracuse,NY,N/A,N/A
The Guess Who,"['The Guess Who', 'Rare Earth']",2020-04-10,20:00:00,Brookville,NY,36.0,36.0
Reverend Horton Heat,"['Reverend Horton Heat', 'Voodoo Glow Skulls']",2019-12-04,20:00:00,Buffalo,NY,29.0,29.0
Donna The Buffalo,['Donna the Buffalo'],2019-12-05,20:00:00,Pawling,NY,N/A,N/A
Rock This Town Orchestra Christmas Spectacular (Night One),N/A,2019-12-07,20:00:00,Pawling,NY,N/A,N/A
Denny Laine and the Moody Wing Band,N/A,2019-12-07,21:00:00,New York,NY,N/A,N/A
Rock This Town Orchestra Christmas Spectacular (Night Two),N/A,2019-12-08,19:00:00,Pawling,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-12-09,20:30:00,Syracuse,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-12-16,20:30:00,Syracuse,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-12-23,20:30:00,Syracuse,NY,N/A,N/A
Lettuce,['Lettuce'],2019-11-20,20:00:00,Utica,NY,24.5,24.5
Pearly Baker's Best,N/A,2019-12-30,20:30:00,Syracuse,NY,N/A,N/A
Billy Joel Tribute - The Stranger Featuring Mike Santoro,N/A,2019-12-30,19:00:00,Pawling,NY,25.0,25.0
Soul Survivors,['Soul Survivors'],2020-02-22,20:00:00,Brookville,NY,38.0,38.0
Rockapella,['Rockapella'],2020-01-11,21:00:00,New York,NY,30.0,30.0
Rockapella,['Rockapella'],2020-01-11,19:00:00,New York,NY,30.0,30.0
Romeo Delight - The Ultimate Van Halen Tribute,N/A,2020-01-11,20:00:00,Pawling,NY,N/A,N/A
The Weeklings,['The Weeklings'],2020-01-24,20:00:00,Pawling,NY,N/A,N/A
Rockapella,['Rockapella'],2020-01-11,19:00:00,New York,NY,30.0,30.0
Romeo Delight - The Ultimate Van Halen Tribute,N/A,2020-01-11,20:00:00,Pawling,NY,N/A,N/A
The Weeklings,['The Weeklings'],2020-01-24,20:00:00,Pawling,NY,N/A,N/A
Kick - The INXS Experience,N/A,2020-04-18,20:00:00,Pawling,NY,N/A,N/A
Wizards of Winter,['Wizards of Winter'],2019-11-29,19:00:00,Patchogue,NY,N/A,N/A
The Smithereens ft. Robin Wilson,['Smithereens'],2020-01-18,20:00:00,New York,NY,39.5,39.5
Mikal Cronin,['Mikal Cronin'],2019-11-20,19:00:00,New York,NY,N/A,N/A
Moondance - The Ultimate Van Morrison Tribute Concert,['Moondance: the Ultimate Van Morrison Tribute Concert'],2019-11-30,20:00:00,Pawling,NY,N/A,N/A
Zoso,['Zoso'],2019-12-13,20:00:00,Pawling,NY,N/A,N/A
Zoso - The Ultimate Led Zeppelin Experience (Night One),['Zoso'],2019-12-13,20:00:00,Pawling,NY,N/A,N/A
Zoso,['Zoso'],2019-12-14,20:00:00,Pawling,NY,N/A,N/A
Zoso - The Ultimate Led Zeppelin Experience (Night Two),['Zoso'],2019-12-14,20:00:00,Pawling,NY,N/A,N/A
STEELY DAN Revue: KING OF THE WORLD Playing Steely Dan's Greatest Hits,N/A,2019-12-21,19:00:00,New York,NY,N/A,N/A
Popa Chubby,['Popa Chubby'],2019-12-28,20:00:00,Pawling,NY,N/A,N/A
Tramps Like Us: A Bruce Springsteen Tribute (Late Show),N/A,2019-12-31,22:00:00,Pawling,NY,N/A,N/A
Tramps Like Us: A Bruce Springsteen Tribute (Early Show),N/A,2019-12-31,19:00:00,Pawling,NY,N/A,N/A
Desert Highway: A Tribute to The Eagles (Night One),['Desert Highway'],2020-03-12,20:00:00,Pawling,NY,N/A,N/A
Desert Highway: A Tribute to The Eagles (Night Two),['Desert Highway'],2020-03-13,20:00:00,Pawling,NY,N/A,N/A
Desert Highway: A Tribute to The Eagles (Night Three),['Desert Highway'],2020-03-14,20:00:00,Pawling,NY,N/A,N/A
A Rock 'n' Doo-wop Spectacular,N/A,2020-05-02,19:00:00,Brookville,NY,35.0,35.0
Mike Stern/Jeff Lorber Fusion featuring Jimmy Haslip and Dennis Chambers.,"['Mike Stern', 'Jeff Lorber', 'Jimmy Haslip']",2019-12-16,20:30:00,New York,NY,40.0,40.0
Mike Stern/Jeff Lorber Fusion featuring Jimmy Haslip and Dennis Chambers.,"['Mike Stern', 'Jeff Lorber', 'Jimmy Haslip']",2019-12-17,20:30:00,New York,NY,40.0,40.0
Mike Stern/Jeff Lorber Fusion featuring Jimmy Haslip and Dennis Chambers.,"['Mike Stern', 'Jeff Lorber', 'Jimmy Haslip']",2019-12-18,20:30:00,New York,NY,40.0,40.0
Mike Stern/Jeff Lorber Fusion featuring Jimmy Haslip and Dennis Chambers.,"['Mike Stern', 'Jeff Lorber', 'Jimmy Haslip']",2019-12-19,20:30:00,New York,NY,40.0,40.0
"Oz Noy, John Pattitucci, Keith Carlock",['Oz Noy'],2019-12-20,20:30:00,New York,NY,45.0,45.0
"Oz Noy, John Pattitucci, Keith Carlock",['Oz Noy'],2019-12-21,20:30:00,New York,NY,45.0,45.0
"Oz Noy, John Pattitucci, Keith Carlock",['Oz Noy'],2019-12-22,20:30:00,New York,NY,45.0,45.0
Sylvan Esso,['Sylvan Esso'],2019-11-17,20:00:00,New York,NY,39.5,39.5
Cracker,['Cracker'],2019-12-01,20:00:00,Ithaca,NY,N/A,N/A
Titus Andronicus,['Titus Andronicus'],2019-11-23,20:00:00,New York,NY,N/A,N/A
The Hold Steady,['The Hold Steady'],2019-12-04,20:00:00,Brooklyn,NY,N/A,N/A
The Hold Steady,['The Hold Steady'],2019-12-06,21:00:00,Brooklyn,NY,N/A,N/A
Angel Olsen,['Angel Olsen'],2019-11-22,20:00:00,Brooklyn,NY,N/A,N/A
Angel Olsen,['Angel Olsen'],2019-11-23,20:00:00,Brooklyn,NY,N/A,N/A
The Hold Steady,['The Hold Steady'],2019-12-07,21:00:00,Brooklyn,NY,N/A,N/A
Back to the Garden 1969 - THE WOODSTOCK EXPERIENCE - Celebrating the 50th Anniversary of The Woodstock Music Festival,N/A,2019-11-17,19:00:00,Pawling,NY,N/A,N/A
Mikal Cronin,['Mikal Cronin'],2019-11-20,19:00:00,New York,NY,N/A,N/A
Tusk,['Tusk'],2019-11-22,20:00:00,Patchogue,NY,N/A,N/A
The Hold Steady,['The Hold Steady'],2019-12-05,20:00:00,Brooklyn,NY,N/A,N/A
The Mighty Ploughboys,['The Mighty Ploughboys'],2020-03-17,19:00:00,Pawling,NY,N/A,N/A
A Holiday Doo Wop Spectacular 2019,"['Jay Siegel & the Tokens', 'The Vogues', 'The Crystals', 'Eddie Holman', 'Bobby Brooks Wilson', 'The Classics', 'The Elegants']",2019-12-07,20:00:00,Staten Island,NY,49.0,49.0
Angele,['Angele'],2019-12-10,19:00:00,New York,NY,25.0,25.0
Sylvan Esso,['Sylvan Esso'],2019-11-18,20:00:00,New York,NY,39.5,39.5
Gesaffelstein,['Gesaffelstein'],2019-11-22,21:00:00,Brooklyn,NY,55.0,55.0
Rising Appalachia,['Rising Appalachia'],2019-11-29,20:00:00,New York,NY,N/A,N/A
Amigo The Devil,"['Amigo The Devil', 'King Dude', 'Twin Temple']",2019-12-01,19:00:00,New York,NY,N/A,N/A
Gesaffelstein,['Gesaffelstein'],2019-11-21,21:00:00,Brooklyn,NY,55.0,55.0
Roy Orbison & Buddy Holly Rock'n'roll Dream Tour,['Roy Orbison & Buddy Holly: Rock’N’Roll Dream Tour'],2019-11-17,19:30:00,Rochester,NY,35.0,35.0
The Reverend Peyton's Big Damn Band,"[""The Reverend Peyton's Big Damn Band"", 'Dom Flemons', 'JD Wilkes']",2019-11-20,20:00:00,Buffalo,NY,19.0,19.0
"Amigo the Devil, King Dude, Twin Temple","['Amigo The Devil', 'King Dude', 'Twin Temple']",2019-11-29,19:30:00,Buffalo,NY,N/A,N/A
Amigo The Devil,"['Amigo The Devil', 'King Dude', 'Twin Temple']",2019-12-01,19:00:00,New York,NY,N/A,N/A
Alice Smith,['Alice Smith'],2019-11-29,19:00:00,New York,NY,30.0,30.0
