concert_name,artists,date,time,city,state,price_min,price_max
Fisher w/ Chris Lake,"['Fisher', 'Chris Lake']",2019-09-03,21:00:00,Brooklyn,NY,N/A,N/A
The Wailers' Julian Junior Marvin,['The Wailers'],2019-08-17,20:00:00,Huntington,NY,20.0,20.0
bbno$,['bbno$'],2019-09-05,21:00:00,Brooklyn,NY,N/A,N/A
Amateur Night At The Apollo: Top Dog,['Amateur Night At The Apollo'],2019-08-21,19:30:00,New York,NY,28.0,28.0
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-08-28,19:30:00,New York,NY,24.0,24.0
PnB Rock,['PnB Rock'],2019-09-06,19:00:00,Poughkeepsie,NY,N/A,N/A
Bronco Por Mas Us Tour 2019,['Bronco'],2019-09-21,22:00:00,New York,NY,N/A,N/A
Bad Suns,['Bad Suns'],2019-09-18,19:00:00,Buffalo,NY,N/A,N/A
Amateur Night At The Apollo: Showoff,['Amateur Night At The Apollo'],2019-09-18,19:30:00,New York,NY,24.0,24.0
Judah and The Lion,['Judah & the Lion'],2019-09-20,20:00:00,New York,NY,N/A,N/A
Blackberry Smoke,['Blackberry Smoke'],2019-09-06,20:00:00,Brooklyn,NY,N/A,N/A
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-09-11,19:30:00,New York,NY,24.0,24.0
Quando Rondo,['Quando Rondo'],2019-09-09,21:00:00,New York,NY,N/A,N/A
Havoc of Mobb Deep,"['Havoc', 'Funk Flex']",2019-08-18,21:00:00,New York,NY,18.0,18.0
Ronnie Milsap,['Ronnie Milsap'],2019-09-19,19:30:00,North Tonawanda,NY,N/A,N/A
Blackberry Smoke,['Blackberry Smoke'],2019-09-07,20:00:00,Brooklyn,NY,N/A,N/A
Judah and The Lion,['Judah & the Lion'],2019-09-19,20:00:00,Niagara Falls,NY,N/A,N/A
K Flay,['K.Flay'],2019-09-21,18:30:00,Buffalo,NY,N/A,N/A
Zakk Sabbath,['Zakk Sabbath'],2019-08-16,21:00:00,Brooklyn,NY,N/A,N/A
Danny Gonzalez,['Danny Gonzalez'],2019-09-11,20:00:00,New York,NY,N/A,N/A
200 Años De Musica Mexicana Tour,"['Banda El Recodo', 'Mariachi Vargas de Tecalitlán']",2019-09-01,19:00:00,New York,NY,59.0,59.0
Capleton,['Capleton'],2019-08-16,19:30:00,Poughkeepsie,NY,N/A,N/A
Tanya Tucker,['Tanya Tucker'],2019-09-17,19:00:00,New York,NY,N/A,N/A
Tanya Tucker,['Tanya Tucker'],2019-09-17,19:00:00,New York,NY,N/A,N/A
Smooth Cruise: the Whispers,['The Whispers'],2019-08-28,21:30:00,New York,NY,N/A,N/A
Dylan Scott,['Dylan Scott'],2019-08-21,19:30:00,Rhinebeck,NY,N/A,N/A
Marianas Trench,['Marianas Trench'],2019-09-10,19:00:00,Rochester,NY,N/A,N/A
Grandson,['grandson'],2019-09-17,19:00:00,Buffalo,NY,N/A,N/A
Almost Queen,['Almost Queen'],2019-09-21,21:00:00,Wantagh,NY,25.0,25.0
Briston Maroney,['Briston Maroney'],2019-09-17,18:30:00,New York,NY,N/A,N/A
Mika,['Mika'],2019-09-12,20:00:00,Brooklyn,NY,N/A,N/A
Phantogram,['Phantogram'],2019-08-31,20:00:00,Clifton Park,NY,N/A,N/A
Smooth Cruise: the Whispers,['The Whispers'],2019-08-28,18:30:00,New York,NY,N/A,N/A
"2019 Sung Si Kyung Live In USA ""The Song""",['Sung Si-Kyung'],2019-08-30,19:00:00,New York,NY,81.0,81.0
Intocable Percepcion Tour 2019,['Grupo Intocable'],2019-09-08,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-13,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-14,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-15,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-16,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-16,22:00:00,New York,NY,N/A,N/A
Briston Maroney,['Briston Maroney'],2019-09-17,18:30:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-19,20:00:00,New York,NY,N/A,N/A
Sound Tribe Sector 9,['STS9'],2019-09-19,19:00:00,Buffalo,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-20,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-21,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-21,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-22,19:00:00,New York,NY,N/A,N/A
"Steve Martin And Martin Short: Now You See Them, Soon You Won't","['Steve Martin & Martin Short', 'Steve Martin & the Steep Canyon Rangers']",2019-09-13,19:30:00,Saratoga Springs,NY,N/A,N/A
King Crimson - Celebrating 50 Years,['King Crimson'],2019-09-21,20:00:00,New York,NY,55.5,55.5
"Indestructible Noise Command, Allusions, Everwar, Misery Kills, Turrigenous",N/A,2019-08-30,18:00:00,Amityville,NY,12.0,12.0
Jethro Tull,['Jethro Tull'],2019-09-14,19:00:00,Forest Hills,NY,N/A,N/A
Galactic,['Galactic'],2019-08-16,20:00:00,Brooklyn,NY,N/A,N/A
Galactic,['Galactic'],2019-08-17,20:00:00,Brooklyn,NY,N/A,N/A
Josh Ritter and the Royal City Band,['Josh Ritter'],2019-09-21,20:00:00,New York,NY,45.0,45.0
Funk 'n Waffles presents: DOWN NORTH w/s/g The Drugstore Radio,['Down North'],2019-08-28,21:00:00,Syracuse,NY,10.0,10.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-09-06,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-09-07,23:55:00,New York,NY,23.0,23.0
"Kimya Dawson, Your Heart Breaks",['Kimya Dawson'],2019-09-12,19:00:00,Kingston,NY,15.0,15.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-09-13,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-09-14,23:55:00,New York,NY,23.0,23.0
"Kimya Dawson, Your Heart Breaks",['Kimya Dawson'],2019-09-18,19:00:00,Brooklyn,NY,20.0,20.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-09-20,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-09-21,23:55:00,New York,NY,23.0,23.0
Funk 'n Waffles presents: GRASS IS DEAD w/s/g PBB Duo,['The Grass Is Dead'],2019-08-30,21:00:00,Syracuse,NY,10.0,10.0
Funk 'n Waffles presents: JIGAWATT w/s/g Spent Grain,N/A,2019-08-31,21:00:00,Syracuse,NY,10.0,10.0
Andrew Bird,"['Andrew Bird', 'Chicano Batman']",2019-09-17,20:00:00,Brooklyn,NY,N/A,N/A
Deerhunter + Dirty Projectors,"['Deerhunter', 'Dirty Projectors']",2019-09-10,19:00:00,New York,NY,30.0,30.0
The Australian Pink Floyd Show - All That You Love World Tour 2019,['The Australian Pink Floyd Show'],2019-08-17,20:00:00,Brooklyn,NY,29.5,29.5
Adam Ant: Friend or Foe,['Adam Ant'],2019-09-19,20:00:00,New York,NY,N/A,N/A
"Illusion, EKULU, Rule Them All, Glory, Reaction, TOS",N/A,2019-08-29,19:00:00,Amityville,NY,12.0,12.0
Grace VanderWaal: Ur So Beautiful Tour,['Grace VanderWaal'],2019-09-17,18:30:00,New York,NY,30.0,30.0
HOT TUNA Electric,['Electric Hot Tuna'],2019-08-17,20:00:00,Westbury,NY,45.0,45.0
Sigrid: The 'Sucker Punch' Tour,"['Sigrid', 'Raffaella']",2019-09-19,19:00:00,New York,NY,N/A,N/A
Joyce Manor/Saves The Day,"['Joyce Manor', 'Saves the Day']",2019-08-16,19:00:00,New York,NY,29.0,29.0
Sigrid: The 'Sucker Punch' Tour,"['Sigrid', 'Raffaella']",2019-09-20,19:00:00,New York,NY,N/A,N/A
Doo Wop Extravaganza,"['Doo Wop Extravaganza', 'Duprees', 'Lou Christie', 'Dennis Tufano', 'Jay Siegel & the Tokens', 'The Marcels', 'Eddie Holman']",2019-09-08,18:00:00,Westbury,NY,49.5,49.5
Weyes Blood,['Weyes Blood'],2019-09-07,18:30:00,New York,NY,25.0,25.0
The Mighty Mighty Bosstones,"['The Mighty Mighty Bosstones', 'Bedouin Soundclash', 'The Pandemics']",2019-08-21,19:00:00,New York,NY,29.5,29.5
The Alarm Sigma LXXXV Tour with Modern English,"['The Alarm', 'Modern English', 'Gene Loves Jezebel']",2019-08-23,20:00:00,Huntington,NY,20.0,20.0
Cat Power,"['Cat Power', 'Arsun']",2019-09-22,19:00:00,New York,NY,52.5,52.5
The Band CAMINO - North American Tour 2019,['The Band CAMINO'],2019-09-12,19:00:00,New York,NY,20.0,20.0
Alan Parsons Live Project,['The Alan Parsons Live Project'],2019-09-17,19:30:00,New York,NY,37.0,37.0
Yacht Rock Revue,['Yacht Rock Revue'],2019-09-12,20:00:00,Huntington,NY,20.0,20.0
Extreme,"['Extreme', 'The Cringe']",2019-08-22,20:00:00,Huntington,NY,25.0,25.0
Don Broco,"['Don Broco', 'Sleep On It', 'Selfish Things']",2019-09-13,18:30:00,New York,NY,18.0,18.0
The Alarm + Modern English + Gene Loves Jezebel ft. Jay Aston,"['The Alarm', 'Modern English', 'Gene Loves Jezebel', 'Jay Aston']",2019-08-30,20:00:00,Staten Island,NY,39.0,39.0
Barns Courtney: the 404 Tour,"['Barns Courtney', 'The Hunna']",2019-09-09,19:00:00,New York,NY,22.0,22.0
Janis Ian and Livingston Taylor,"['Janis Ian', 'Livingston Taylor']",2019-08-15,20:00:00,Westbury,NY,39.5,39.5
An Intimate Evening of Songs and Stories with Graham Nash,['Graham Nash'],2019-09-22,19:00:00,Poughkeepsie,NY,N/A,N/A
Deerhunter,"['Deerhunter', 'Dirty Projectors']",2019-09-11,19:00:00,New York,NY,30.0,30.0
1964 The Tribute,['1964 The Tribute'],2019-09-21,20:00:00,Huntington,NY,20.0,20.0
Man with a Mission,['Man with a Mission'],2019-09-16,19:00:00,New York,NY,25.0,25.0
HVOB,['HVOB'],2019-09-13,20:00:00,New York,NY,24.0,24.0
Zebra,['Zebra'],2019-08-24,20:00:00,Westbury,NY,N/A,N/A
Robby Krieger of The Doors and Leslie West,"['Robby Krieger', 'Leslie West']",2019-09-20,20:00:00,Westbury,NY,39.5,39.5
Jesse Malin,['Jesse Malin'],2019-09-14,19:00:00,New York,NY,25.0,25.0
Doo Wop Extravaganza 3 Show Package,N/A,2019-09-08,18:00:00,Westbury,NY,110.0,110.0
Little Jesus,['Little Jesus'],2019-08-20,19:00:00,New York,NY,18.0,18.0
The Doo Wop Project,N/A,2019-09-13,20:00:00,New York,NY,47.0,47.0
Smash Mouth,['Smash Mouth'],2019-08-31,20:00:00,Nichols,NY,30.0,30.0
The Marshall Tucker Band,['The Marshall Tucker Band'],2019-08-23,19:30:00,New York,NY,39.5,39.5
Freedom (Tribute to George Michael & Wham!),['Freedom - A Tribute to George Michael and Wham!'],2019-08-30,19:00:00,New York,NY,15.0,15.0
The U.S. Americans,"['The U.S. Americans', 'Josh Yavneh and the Culprits', 'Chrisy Mc Cullagh', 'Libricide']",2019-08-15,18:00:00,New York,NY,12.0,12.0
The Selecter,['The Selecter'],2019-09-11,19:00:00,New York,NY,29.5,29.5
Band of Skulls,"['Band of Skulls', 'Demob Happy']",2019-09-16,19:00:00,New York,NY,29.5,29.5
Nick Lowe,"['Nick Lowe', 'Los Straitjackets']",2019-09-20,20:00:00,Buffalo,NY,30.0,30.0
Vanessa Da Mata,['Vanessa Da Mata'],2019-08-17,20:00:00,New York,NY,49.0,49.0
BLACK FLAG With Special Guests - Line Cutters,['Black Flag'],2019-08-18,20:00:00,Buffalo,NY,34.0,34.0
Canned Heat,['Canned Heat'],2019-09-13,20:00:00,Bethel,NY,49.0,49.0
Big Wreck - On Tour 2019,['Big Wreck'],2019-09-19,19:00:00,New York,NY,22.5,22.5
The Bomb Digz Present: The Gizzy Lyfe Tour,"['The Bomb Digz', 'Lucki Starr']",2019-08-29,19:00:00,New York,NY,20.0,20.0
Lettuce,['Lettuce'],2019-09-21,21:00:00,Westbury,NY,36.0,36.0
Randy Bachman,['Randy Bachman'],2019-08-28,20:00:00,New York,NY,49.5,49.5
An Evening with The Elvin Bishop Trio,['Elvin Bishop'],2019-08-23,20:00:00,Niagara Falls,NY,45.0,45.0
Albert Hammond,['Albert Hammond'],2019-09-18,20:00:00,New York,NY,39.5,39.5
Vertical Horizon,['Vertical Horizon'],2019-08-22,19:30:00,New York,NY,35.0,35.0
Adrian Belew,['Adrian Belew'],2019-08-18,20:00:00,New York,NY,N/A,N/A
"Preachervan, Night Spins, the Exits",N/A,2019-08-15,19:30:00,New York,NY,N/A,N/A
Edgar Winter,['Edgar Winter'],2019-08-15,20:00:00,New York,NY,N/A,N/A
Live Band Karaoke: Emo + Punk + Pop Punk Edition,N/A,2019-08-16,22:00:00,Buffalo,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-08-16,23:55:00,New York,NY,N/A,N/A
The Distillers,['The Distillers'],2019-08-16,20:00:00,Clifton Park,NY,N/A,N/A
"Early Elton Trio featuring Jeff Kazee, John Conte and Rich Pagano Perf",N/A,2019-08-17,20:00:00,Pawling,NY,N/A,N/A
Bardo Pond,['Bardo Pond'],2019-08-17,22:30:00,New York,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-18,20:00:00,New York,NY,N/A,N/A
"Liliac, BedRock , Postscript, Dizzy Parker",N/A,2019-08-18,18:00:00,Poughkeepsie,NY,15.0,15.0
Pearly Baker's Best,N/A,2019-08-19,20:30:00,Syracuse,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-19,20:00:00,New York,NY,N/A,N/A
Overstreet,['Overstreet'],2019-08-19,18:30:00,New York,NY,N/A,N/A
Sebastian Javier,N/A,2019-08-19,18:30:00,Amityville,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-20,20:00:00,New York,NY,N/A,N/A
Alexander Howard,"['Alexander Howard', 'Mars Motel']",2019-08-20,19:00:00,New York,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-21,20:00:00,New York,NY,N/A,N/A
Zebra,['Zebra'],2019-08-22,20:00:00,Pawling,NY,N/A,N/A
Simon Phillips Band,['Simon Phillips'],2019-08-22,20:00:00,New York,NY,N/A,N/A
"Harry and the Potters, Glockabelle",['Harry and the Potters'],2019-08-22,20:00:00,Brooklyn,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-08-23,23:55:00,New York,NY,N/A,N/A
Simon Phillips Band,['Simon Phillips'],2019-08-23,20:00:00,New York,NY,N/A,N/A
NRBQ,N/A,2019-08-23,20:00:00,Pawling,NY,N/A,N/A
"The Warped Tour Band, All the Blink Things: Tribute To Blink-182, Dook",N/A,2019-08-24,19:00:00,Amityville,NY,N/A,N/A
Simon Phillips Band,['Simon Phillips'],2019-08-24,20:00:00,New York,NY,N/A,N/A
Zebra: Super Fan Meet & Greet,N/A,2019-08-24,17:00:00,Westbury,NY,N/A,N/A
Journey and Bon Jovi Nyc Concert Booze Cruise featuring Bon Journey,N/A,2019-08-24,19:00:00,New York,NY,N/A,N/A
The Linda Rondstadt Experience starring American Idol Finalist Tristan McIntosh,N/A,2019-08-24,20:00:00,Pawling,NY,N/A,N/A
Kalimba,['Kalimba Music'],2019-08-24,20:00:00,New York,NY,38.0,38.0
3rd Annual Pearl Baker's Best Fest',N/A,2019-08-25,14:00:00,Warners,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-08-26,20:30:00,Syracuse,NY,N/A,N/A
James Maddock,['James Maddock'],2019-08-29,20:00:00,New York,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-08-30,23:55:00,New York,NY,N/A,N/A
Chief Big Way Ft. Joey Belladonna of Anthrax,N/A,2019-08-30,18:30:00,Amityville,NY,N/A,N/A
Ambrosia (Night One),['Ambrosia'],2019-09-01,19:00:00,Pawling,NY,N/A,N/A
Deaf Kids,N/A,2019-09-01,20:00:00,Brooklyn,NY,N/A,N/A
"Real Friends, Pronoun, Keep Flying","['Real Friends', 'pronoun']",2019-09-01,19:00:00,Buffalo,NY,N/A,N/A
Kindo,['Kindo'],2019-09-01,20:00:00,New York,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-09-02,20:30:00,Syracuse,NY,N/A,N/A
Ambrosia (Night Two),['Ambrosia'],2019-09-02,19:00:00,Pawling,NY,N/A,N/A
"Deadland, Regime",N/A,2019-09-03,18:00:00,Amityville,NY,N/A,N/A
Wille and the Bandits,['Wille & the Bandits'],2019-09-03,20:00:00,New York,NY,N/A,N/A
Benjamin Francis Leftwich,['Benjamin Francis Leftwich'],2019-09-03,19:00:00,New York,NY,N/A,N/A
Davy Knowles,['Davy Knowles'],2019-09-04,19:00:00,Pawling,NY,N/A,N/A
"Borgo Pass, Stryctnyne, Act of Aggression, Sweet Tooth",N/A,2019-09-06,19:00:00,Amityville,NY,N/A,N/A
Live At the Fillmore,N/A,2019-09-06,20:00:00,Pawling,NY,N/A,N/A
"Typhon Rising, Allusions, the Dead Are Living, Newton's Interstellar C",N/A,2019-09-07,18:30:00,Amityville,NY,N/A,N/A
Stella Blueã¢ÂÂS Band Booze Cruise: Grateful Dead Tribute,N/A,2019-09-07,20:00:00,New York,NY,N/A,N/A
Benny Sings,['Benny Sings'],2019-09-08,19:00:00,New York,NY,N/A,N/A
Mike Orlando Band Feat. Corey Glover,['Corey Glover'],2019-09-09,20:00:00,New York,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-09-09,20:30:00,Syracuse,NY,N/A,N/A
The Roosevelts,['The Roosevelts'],2019-09-10,18:30:00,New York,NY,N/A,N/A
Fontaines DC,"['Fontaines DC', 'Pottery']",2019-09-10,20:00:00,New York,NY,N/A,N/A
"Nina, Parallels, C Z a R I N a, Bunny X",['Parallels'],2019-09-11,20:00:00,Brooklyn,NY,N/A,N/A
"Barns Courtney, the Hunna","['The Hunna', 'Barns Courtney']",2019-09-11,20:00:00,Buffalo,NY,N/A,N/A
Songs and Stories- an Intimate Evening with Kasim Sulton and Johnny a,['Johnny a'],2019-09-12,20:00:00,New York,NY,N/A,N/A
"Richie Ramone, the Tender Beats, Demonscar",N/A,2019-09-12,18:30:00,Amityville,NY,N/A,N/A
"Joe Hertler & the Rainbow Seekers, Los Elk",['Joe Hertler & the Rainbow Seekers'],2019-09-12,20:00:00,Brooklyn,NY,N/A,N/A
The National Parks,['The National Parks'],2019-09-12,18:30:00,New York,NY,N/A,N/A
Steve Conte Celebrating the 10th Anniversary of the Release of the Cra,N/A,2019-09-13,20:00:00,New York,NY,N/A,N/A
Emi Pellegrino: CD Release Show,N/A,2019-09-14,19:00:00,Amityville,NY,N/A,N/A
Departure the Journey Tribute Band,N/A,2019-09-14,20:00:00,Pawling,NY,N/A,N/A
Christian French,['Christian French'],2019-09-14,19:00:00,New York,NY,N/A,N/A
Ezra Furman,['Ezra Furman'],2019-09-14,19:00:00,New York,NY,N/A,N/A
"Free Throw, Chris Farren, Youth Fountain, MacSeal",['Free Throw'],2019-09-15,19:00:00,Buffalo,NY,N/A,N/A
Built To Spill - Keep It Like A Secret Tour,"['Built To Spill', 'Prism B***h']",2019-09-15,20:00:00,Clifton Park,NY,N/A,N/A
Boys of Fall,['Boys Of Fall'],2019-09-15,18:00:00,Poughkeepsie,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-09-16,20:30:00,Syracuse,NY,N/A,N/A
"Free Throw, Chris Farren, Youth Fountain, MacSeal",['Free Throw'],2019-09-19,20:00:00,Brooklyn,NY,N/A,N/A
Slippery When Wet - the Ultimate Bon Jovi Tribute (Night One),N/A,2019-09-19,20:00:00,Pawling,NY,N/A,N/A
Slippery When Wet - the Ultimate Bon Jovi Tribute (Night Two),N/A,2019-09-20,20:00:00,Pawling,NY,N/A,N/A
Brent Cobb,"['Brent Cobb', 'The National Reserve']",2019-09-21,20:00:00,New York,NY,N/A,N/A
Supersuckers the Evil Powers of Rock Ã¢ÂÂNã¢ÂÂ Rollã¢ÂÂ 20th Ann,N/A,2019-09-22,19:00:00,Brooklyn,NY,N/A,N/A
Brent Cobb,"['Brent Cobb', 'The National Reserve']",2019-09-21,20:00:00,New York,NY,N/A,N/A
Supersuckers the Evil Powers of Rock Ã¢ÂÂNã¢ÂÂ Rollã¢ÂÂ 20th Ann,N/A,2019-09-22,19:00:00,Brooklyn,NY,N/A,N/A
"Masters of the Telecaster: Jim Weider, GE Smith and Duke Levine",N/A,2019-09-22,19:00:00,Pawling,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-19,20:00:00,New York,NY,N/A,N/A
Sister Hazel - Album Release Show,['Sister Hazel'],2019-09-06,19:30:00,New York,NY,35.0,35.0
Kamelot,['Kamelot'],2019-09-14,18:00:00,New York,NY,N/A,N/A
Black Flag,['Black Flag'],2019-08-15,19:00:00,Poughkeepsie,NY,N/A,N/A
Joyce Manor,['Joyce Manor'],2019-08-15,19:00:00,Amityville,NY,N/A,N/A
Edgar Winter Band,['The Edgar Winter Band'],2019-08-15,20:00:00,New York,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-18,20:00:00,New York,NY,N/A,N/A
God Is An Astronaut,['God Is an Astronaut'],2019-09-12,21:00:00,Brooklyn,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-20,20:00:00,New York,NY,N/A,N/A
Ambrosia,['Ambrosia'],2019-09-01,19:00:00,Pawling,NY,N/A,N/A
Mary Wilson of the Supremes,['Mary Wilson'],2019-09-20,20:00:00,Niagara Falls,NY,65.0,65.0
Steve Hackett,['Steve Hackett'],2019-09-12,20:00:00,North Tonawanda,NY,N/A,N/A
Aquabats,['The Aquabats'],2019-09-14,18:00:00,Buffalo,NY,N/A,N/A
Hatebreed,['Hatebreed'],2019-09-22,19:30:00,Rochester,NY,N/A,N/A
Avatar,['Avatar'],2019-09-12,20:00:00,Rochester,NY,N/A,N/A
Shawn Colvin,['Shawn Colvin'],2019-09-18,20:00:00,New York,NY,N/A,N/A
"Black Flag, Line Cutters",['Black Flag'],2019-08-15,19:00:00,Poughkeepsie,NY,N/A,N/A
Mutual Benefit,['Mutual Benefit'],2019-08-15,18:30:00,New York,NY,N/A,N/A
Peter Murphy,['Peter Murphy'],2019-08-16,18:30:00,New York,NY,N/A,N/A
"Slaughter Beach, Dog","['Slaughter Beach, Dog']",2019-08-17,20:00:00,New York,NY,N/A,N/A
Queen Flash,N/A,2019-08-17,19:00:00,Poughkeepsie,NY,25.0,25.0
Peter Murphy,['Peter Murphy'],2019-08-18,19:00:00,New York,NY,N/A,N/A
[FREE FUNK SUNDAY] featuring: MOSSWALK,N/A,2019-08-18,21:00:00,Syracuse,NY,N/A,N/A
"Mark Rose & Ryan Dunson W/S/G Vada March, City Under Siege, Blue Print",['Mark Rose'],2019-08-21,20:00:00,Syracuse,NY,N/A,N/A
Adrian Belew,['Adrian Belew'],2019-08-21,20:00:00,New York,NY,N/A,N/A
Mark Rose (Spitalfield) and Ryan Dunson (Rookie of the Year),['Mark Rose'],2019-08-22,18:30:00,New York,NY,N/A,N/A
Popgun Presents: Why?,['WHY?'],2019-08-23,21:00:00,Brooklyn,NY,N/A,N/A
Oso Oso,"['Oso Oso', 'The Sidekicks', 'Future Teens']",2019-08-23,19:30:00,New York,NY,N/A,N/A
LRMG Presents: Ryan Vendetti's Dirty 30 with SSF & more!,N/A,2019-08-23,21:30:00,Syracuse,NY,12.0,12.0
New Divide & All The Blink Things,N/A,2019-08-23,21:00:00,Wantagh,NY,10.0,10.0
Frankie and the Witch Fingers,N/A,2019-08-23,21:00:00,Rochester,NY,8.0,8.0
Blonde Otter,"['Blonde Otter', 'The Post Nobles', 'Jordan Bratton']",2019-08-24,20:00:00,New York,NY,N/A,N/A
Lizzie No,N/A,2019-08-25,17:30:00,New York,NY,N/A,N/A
Southern Avenue,['Southern Avenue'],2019-08-29,18:30:00,New York,NY,N/A,N/A
"The Penske File, Western Settings, Ursula, Stay Wild, Off the Mark, DR",['The Penske File'],2019-08-31,19:30:00,Brooklyn,NY,N/A,N/A
THE WLDLFE,['THE WLDLFE'],2019-08-31,18:30:00,New York,NY,N/A,N/A
Giuda,['Giuda'],2019-09-05,19:00:00,Brooklyn,NY,N/A,N/A
Dylan Doyle Band,N/A,2019-09-05,20:00:00,Pawling,NY,N/A,N/A
"Vein, Soft Kill, Higher Power, Modern Color","['Vein.FM', 'Soft Kill', 'Higher Power']",2019-09-06,19:00:00,Buffalo,NY,N/A,N/A
Megan and Liz,['Megan and Liz'],2019-09-06,19:00:00,New York,NY,N/A,N/A
Rocks Off Presents Avail,['Angel Du$t'],2019-09-07,20:00:00,Brooklyn,NY,N/A,N/A
Mo Lowda & the Humble W/S/G the Black River,['Mo Lowda & The Humble'],2019-09-07,20:00:00,Bouckville,NY,N/A,N/A
Avail,['Avail'],2019-09-07,20:00:00,Brooklyn,NY,N/A,N/A
Guerilla Toss,['Guerilla Toss'],2019-09-07,20:00:00,New York,NY,N/A,N/A
Acoustic Brunch: Pamela Means performing Abbey Road,N/A,2019-09-08,12:00:00,Pawling,NY,N/A,N/A
Keep Up: Album Release Show,N/A,2019-09-10,19:30:00,Syracuse,NY,N/A,N/A
The Young Dubliners,['Young Dubliners'],2019-09-11,19:00:00,Pawling,NY,N/A,N/A
Boy & Bear,['Boy & Bear'],2019-09-13,20:00:00,New York,NY,N/A,N/A
Kamelot with Very Special Guests Sonata Arctica and Battle Beast,"['Kamelot', 'Sonata Arctica', 'Battle Beast']",2019-09-14,20:00:00,New York City,NY,N/A,N/A
Start Making Sense,['Start Making Sense'],2019-09-14,19:00:00,Bouckville,NY,N/A,N/A
Avatar,['Avatar'],2019-09-14,20:00:00,Clifton Park,NY,N/A,N/A
Holly Bowling In-The-Round,N/A,2019-09-14,19:00:00,New York,NY,N/A,N/A
No Quarter - A Tribute To Led Zeppelin,N/A,2019-09-14,20:30:00,Rochester,NY,20.0,20.0
Bobaflex,['Bobaflex'],2019-09-18,18:30:00,Amityville,NY,N/A,N/A
Boy Harsher,"['Boy Harsher', 'Olivia Neutron-John']",2019-09-18,20:00:00,New York,NY,N/A,N/A
Jimmie's Chicken Shack,"[""Jimmie's Chicken Shack""]",2019-09-19,18:00:00,Amityville,NY,N/A,N/A
Boys of Fall,['Boys Of Fall'],2019-09-21,18:00:00,Amityville,NY,N/A,N/A
Ken Stringfellow (Of the Posies),['Ken Stringfellow (Of the Posies)'],2019-09-21,19:00:00,New York,NY,N/A,N/A
Shonen Knife,['Shonen Knife'],2019-09-22,20:00:00,Brooklyn,NY,N/A,N/A
Nick Thomas (of The Spill Canvas),"['Nick Thomas', 'The Spill Canvas']",2019-08-25,18:30:00,Amityville,NY,13.0,13.0
"Real Friends, Pronoun, Keep Flying","['Real Friends', 'pronoun']",2019-09-05,19:00:00,Amityville,NY,N/A,N/A
Stolen Jars // Pomelo // Shep Treasure,N/A,2019-09-09,21:00:00,Rochester,NY,8.0,8.0
